 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20120928        0.400000E+00        0.904824E+01        0.616021E+02        0.376409E+02        0.129924E+03        0.129924E+02        0.129924E+04        0.250000E+01        0.600000E+01        0.714404E-02        0.376054E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.273389E-01        0.100074E-01        0.218348E-03        0.130002E-03        0.389331E+00        0.170005E+01        0.100000E+00        0.233317E-08        0.100000E-02        0.183382E-06        0.277805E-07        0.211459E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.753376E-01        0.000000E+00        0.129924E-03        0.129924E-03        0.000000E+00        0.000000E+00        0.164623E-01        0.000000E+00        0.100000E+01
  20120929        0.400000E+00        0.805592E+01        0.571426E+02        0.340043E+02        0.120306E+03        0.120306E+02        0.120306E+04        0.250000E+01        0.600000E+01        0.678698E-02        0.371265E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.242356E-01        0.100074E-01        0.207435E-03        0.120378E-03        0.391914E+00        0.170005E+01        0.100000E+00        0.239349E-08        0.100000E-02        0.183382E-06        0.270743E-07        0.200727E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.667857E-01        0.000000E+00        0.120306E-03        0.120306E-03        0.000000E+00        0.000000E+00        0.145313E-01        0.000000E+00        0.100000E+01
  20120930        0.400000E+00        0.714454E+01        0.528815E+02        0.306170E+02        0.110969E+03        0.110969E+02        0.110969E+04        0.250000E+01        0.600000E+01        0.643112E-02        0.366300E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.213544E-01        0.100074E-01        0.196558E-03        0.111036E-03        0.394593E+00        0.170005E+01        0.100000E+00        0.242433E-08        0.100000E-02        0.183382E-06        0.259852E-07        0.190123E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.588460E-01        0.000000E+00        0.110969E-03        0.110969E-03        0.000000E+00        0.000000E+00        0.127763E-01        0.000000E+00        0.100000E+01
  20121001        0.400000E+00        0.707031E+01        0.525099E+02        0.303341E+02        0.110238E+03        0.110238E+02        0.110238E+04        0.250000E+01        0.600000E+01        0.640285E-02        0.365896E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.211344E-01        0.100074E-01        0.195694E-03        0.110305E-03        0.394810E+00        0.170005E+01        0.100000E+00        0.248738E-08        0.100000E-02        0.183382E-06        0.265438E-07        0.189126E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.582399E-01        0.000000E+00        0.110238E-03        0.110238E-03        0.000000E+00        0.000000E+00        0.125903E-01        0.000000E+00        0.100000E+01
  20121002        0.400000E+00        0.695275E+01        0.519373E+02        0.298907E+02        0.109014E+03        0.109014E+02        0.109014E+04        0.250000E+01        0.600000E+01        0.635535E-02        0.365216E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.207678E-01        0.100074E-01        0.194243E-03        0.109080E-03        0.395177E+00        0.170005E+01        0.100000E+00        0.251961E-08        0.100000E-02        0.183382E-06        0.266884E-07        0.187642E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.572297E-01        0.000000E+00        0.109014E-03        0.109014E-03        0.000000E+00        0.000000E+00        0.123452E-01        0.000000E+00        0.100000E+01
  20121003        0.400000E+00        0.671936E+01        0.507906E+02        0.290078E+02        0.106555E+03        0.106555E+02        0.106555E+04        0.250000E+01        0.600000E+01        0.625943E-02        0.363830E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.200387E-01        0.100074E-01        0.191311E-03        0.106619E-03        0.395925E+00        0.170005E+01        0.100000E+00        0.258554E-08        0.100000E-02        0.183382E-06        0.269733E-07        0.184645E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.552204E-01        0.000000E+00        0.106555E-03        0.106555E-03        0.000000E+00        0.000000E+00        0.118602E-01        0.000000E+00        0.100000E+01
  20121004        0.400000E+00        0.639044E+01        0.491666E+02        0.277615E+02        0.102976E+03        0.102976E+02        0.102976E+04        0.250000E+01        0.600000E+01        0.611844E-02        0.361764E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.189941E-01        0.100074E-01        0.187002E-03        0.103037E-03        0.397040E+00        0.170005E+01        0.100000E+00        0.261925E-08        0.100000E-02        0.183382E-06        0.267095E-07        0.180404E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.523419E-01        0.000000E+00        0.102976E-03        0.102976E-03        0.000000E+00        0.000000E+00        0.112175E-01        0.000000E+00        0.100000E+01
  20121005        0.400000E+00        0.644424E+01        0.494162E+02        0.279607E+02        0.103623E+03        0.103623E+02        0.103623E+04        0.250000E+01        0.600000E+01        0.614405E-02        0.362142E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.191815E-01        0.100074E-01        0.187784E-03        0.103685E-03        0.396836E+00        0.170005E+01        0.100000E+00        0.268820E-08        0.100000E-02        0.183382E-06        0.275274E-07        0.180991E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.528582E-01        0.000000E+00        0.103623E-03        0.103623E-03        0.000000E+00        0.000000E+00        0.112788E-01        0.000000E+00        0.100000E+01
  20121006        0.400000E+00        0.627725E+01        0.485710E+02        0.273222E+02        0.101819E+03        0.101819E+02        0.101819E+04        0.250000E+01        0.600000E+01        0.607255E-02        0.361083E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.186610E-01        0.100074E-01        0.185599E-03        0.101880E-03        0.397407E+00        0.170005E+01        0.100000E+00        0.275925E-08        0.100000E-02        0.183382E-06        0.279261E-07        0.178714E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.514240E-01        0.000000E+00        0.101819E-03        0.101819E-03        0.000000E+00        0.000000E+00        0.109248E-01        0.000000E+00        0.100000E+01
  20121007        0.400000E+00        0.607977E+01        0.475730E+02        0.265677E+02        0.996227E+02        0.996227E+01        0.996227E+03        0.250000E+01        0.600000E+01        0.598490E-02        0.359773E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.180342E-01        0.100074E-01        0.182920E-03        0.996825E-04        0.398114E+00        0.170005E+01        0.100000E+00        0.279559E-08        0.100000E-02        0.183382E-06        0.278855E-07        0.176049E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.496966E-01        0.000000E+00        0.996227E-04        0.996227E-04        0.000000E+00        0.000000E+00        0.105346E-01        0.000000E+00        0.100000E+01
  20121008        0.400000E+00        0.570671E+01        0.456558E+02        0.251339E+02        0.953889E+02        0.953889E+01        0.953889E+03        0.250000E+01        0.600000E+01        0.581411E-02        0.357179E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.168480E-01        0.100074E-01        0.177700E-03        0.954462E-04        0.399514E+00        0.170005E+01        0.100000E+00        0.286994E-08        0.100000E-02        0.183382E-06        0.278102E-07        0.170854E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.464279E-01        0.000000E+00        0.953889E-04        0.953889E-04        0.000000E+00        0.000000E+00        0.979837E-02        0.000000E+00        0.100000E+01
  20121009        0.400000E+00        0.497566E+01        0.417898E+02        0.222960E+02        0.866627E+02        0.866627E+01        0.866627E+03        0.250000E+01        0.600000E+01        0.545388E-02        0.351513E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.144968E-01        0.100074E-01        0.166690E-03        0.867146E-04        0.402573E+00        0.170005E+01        0.100000E+00        0.290797E-08        0.100000E-02        0.183382E-06        0.264329E-07        0.160187E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.399487E-01        0.000000E+00        0.866627E-04        0.866627E-04        0.000000E+00        0.000000E+00        0.841231E-02        0.000000E+00        0.100000E+01
  20121010        0.400000E+00        0.480562E+01        0.408499E+02        0.216252E+02        0.845982E+02        0.845982E+01        0.845982E+03        0.250000E+01        0.600000E+01        0.536692E-02        0.350103E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.139594E-01        0.100074E-01        0.164033E-03        0.846489E-04        0.403335E+00        0.170005E+01        0.100000E+00        0.298578E-08        0.100000E-02        0.183382E-06        0.267074E-07        0.157468E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.384678E-01        0.000000E+00        0.845982E-04        0.845982E-04        0.000000E+00        0.000000E+00        0.806457E-02        0.000000E+00        0.100000E+01
  20121011        0.400000E+00        0.464029E+01        0.399319E+02        0.209721E+02        0.825394E+02        0.825394E+01        0.825394E+03        0.250000E+01        0.600000E+01        0.527949E-02        0.348669E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.134309E-01        0.100074E-01        0.161360E-03        0.825889E-04        0.404110E+00        0.170005E+01        0.100000E+00        0.302559E-08        0.100000E-02        0.183382E-06        0.266227E-07        0.154820E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.370114E-01        0.000000E+00        0.825394E-04        0.825394E-04        0.000000E+00        0.000000E+00        0.774194E-02        0.000000E+00        0.100000E+01
